date,origin,destination,commodity,vessel_type,vessel_size,freight_rate,fuel_price,demand_index,supply_index,port_congestion_index
2022-03-03,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,42.28,497.07,103.37,99.0,31.97
2022-03-04,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,42.3,497.64,104.24,99.25,32.09
2022-03-05,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,42.71,499.66,104.93,98.97,32.04
2022-03-06,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.07,499.17,105.98,99.21,31.88
2022-03-07,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.14,496.99,106.33,99.23,31.73
2022-03-08,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.57,498.62,107.01,99.78,31.91
2022-03-09,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.9,498.15,106.97,99.63,31.58
2022-03-10,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.12,499.85,106.74,99.9,31.57
2022-03-11,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.94,500.46,107.9,99.98,31.47
2022-03-12,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.12,500.29,108.17,100.69,30.87
2022-03-13,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.09,500.84,108.78,99.75,31.35
2022-03-14,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.95,503.8,108.99,99.49,31.22
2022-03-15,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.89,506.95,108.78,99.94,30.83
2022-03-16,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.77,507.08,108.92,100.69,30.42
2022-03-17,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.69,507.35,109.91,100.67,30.84
2022-03-18,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.83,508.99,110.37,100.45,31.51
2022-03-19,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.51,507.76,109.48,100.96,31.12
2022-03-20,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.39,508.29,109.48,101.4,31.04
2022-03-21,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.69,508.28,110.68,101.04,31.77
2022-03-22,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.03,508.78,110.68,101.2,31.04
2022-03-23,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.04,507.56,109.73,101.93,31.59
2022-03-24,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.0,505.2,110.99,102.69,32.88
2022-03-25,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.43,502.12,111.53,102.98,31.94
2022-03-26,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,43.65,500.48,111.61,102.99,31.92
2022-03-27,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.01,499.82,111.51,102.98,31.61
2022-03-28,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.56,499.41,112.29,103.14,31.69
2022-03-29,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.6,502.35,112.08,103.11,31.48
2022-03-30,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.22,504.03,112.89,103.09,32.0
2022-03-31,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.51,502.62,113.34,102.49,32.07
2022-04-01,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.34,503.17,113.61,103.1,31.77
2022-04-02,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.36,502.59,113.81,102.5,31.75
2022-04-03,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.26,502.2,113.82,102.28,31.96
2022-04-04,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.1,502.5,114.57,102.22,31.67
2022-04-05,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.24,503.46,114.16,103.28,30.91
2022-04-06,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.05,502.98,113.3,103.19,31.5
2022-04-07,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.05,504.61,113.78,102.79,31.36
2022-04-08,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.11,502.93,114.27,102.44,31.43
2022-04-09,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.79,502.97,114.67,103.21,31.37
2022-04-10,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.66,506.89,115.02,101.75,31.67
2022-04-11,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,44.91,507.26,114.93,101.26,32.36
2022-04-12,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.25,509.44,115.51,102.54,32.74
2022-04-13,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.25,509.6,115.58,102.83,32.15
2022-04-14,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.27,510.51,115.39,102.3,31.55
2022-04-15,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.85,510.45,115.3,102.29,31.37
2022-04-16,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.65,510.22,116.61,102.13,31.59
2022-04-17,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.57,509.09,115.67,102.7,30.66
2022-04-18,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.72,509.76,116.06,103.56,31.09
2022-04-19,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.14,508.51,115.15,103.89,30.42
2022-04-20,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,45.87,509.54,115.17,103.61,31.03
2022-04-21,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.11,511.2,115.0,104.03,31.71
2022-04-22,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.45,511.78,113.84,103.86,31.32
2022-04-23,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.95,511.38,114.16,103.29,31.58
2022-04-24,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.67,512.09,114.01,102.44,31.05
2022-04-25,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.58,511.66,112.83,101.83,31.0
2022-04-26,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.44,513.09,113.42,101.29,30.95
2022-04-27,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.9,510.37,114.35,100.56,30.75
2022-04-28,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.14,509.9,115.32,100.58,30.88
2022-04-29,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.91,506.94,115.61,99.93,30.76
2022-04-30,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.08,504.73,115.71,98.35,30.66
2022-05-01,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.41,506.81,116.58,97.69,31.25
2022-05-02,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.94,508.18,117.66,97.3,31.21
2022-05-03,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.05,507.13,118.4,96.88,32.09
2022-05-04,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.44,504.91,117.9,97.72,31.43
2022-05-05,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.33,500.49,118.08,97.38,32.13
2022-05-06,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.38,499.71,118.4,97.77,31.8
2022-05-07,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.1,503.37,117.38,97.92,31.54
2022-05-08,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.33,504.05,117.71,97.85,31.43
2022-05-09,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.27,503.24,119.13,97.22,31.65
2022-05-10,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.94,503.97,119.56,97.12,32.08
2022-05-11,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.52,501.66,120.5,96.6,32.91
2022-05-12,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.55,501.24,120.65,96.66,33.42
2022-05-13,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.28,501.42,120.65,96.54,33.26
2022-05-14,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.09,501.32,120.92,96.03,33.4
2022-05-15,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.52,502.54,120.47,96.59,32.98
2022-05-16,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.33,503.08,119.93,96.89,32.45
2022-05-17,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.91,504.12,120.72,96.55,32.19
2022-05-18,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.46,503.11,121.58,96.49,32.23
2022-05-19,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.85,504.49,121.02,96.53,32.18
2022-05-20,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.89,506.96,121.62,96.01,31.57
2022-05-21,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.42,505.54,121.6,96.05,31.55
2022-05-22,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,46.57,504.24,121.82,95.7,32.21
2022-05-23,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.26,506.27,122.12,95.19,32.73
2022-05-24,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.49,506.01,122.74,94.28,32.65
2022-05-25,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.75,508.15,122.8,94.09,32.11
2022-05-26,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.17,507.51,123.66,94.25,32.51
2022-05-27,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.1,509.73,123.86,93.87,31.63
2022-05-28,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.08,509.95,124.24,95.07,32.17
2022-05-29,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.15,510.37,123.75,95.59,31.96
2022-05-30,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.71,512.75,125.05,96.05,33.02
2022-05-31,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.23,512.24,125.33,96.4,32.4
2022-06-01,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,47.78,510.85,125.76,97.27,32.87
2022-06-02,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.25,510.21,124.79,97.02,32.59
2022-06-03,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.33,510.92,124.29,95.81,32.33
2022-06-04,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.73,508.6,125.03,95.48,31.97
2022-06-05,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.68,509.59,125.19,95.73,32.25
2022-06-06,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.9,508.81,124.03,95.98,32.23
2022-06-07,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.06,510.56,124.64,96.03,33.1
2022-06-08,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.28,507.0,124.3,96.74,33.41
2022-06-09,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.63,505.85,125.12,96.81,33.38
2022-06-10,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.45,503.35,125.05,97.22,32.96
2022-06-11,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.87,502.14,125.15,96.73,32.44
2022-06-12,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.81,502.54,125.83,96.08,33.2
2022-06-13,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.76,502.3,125.26,96.98,32.75
2022-06-14,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.44,501.95,124.63,97.12,33.18
2022-06-15,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.41,501.74,124.48,96.83,33.35
2022-06-16,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.87,502.08,124.94,96.45,33.6
2022-06-17,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.3,500.6,124.11,96.25,33.27
2022-06-18,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.18,501.69,123.07,96.05,33.27
2022-06-19,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.86,502.71,123.52,95.35,33.38
2022-06-20,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.29,503.32,123.11,94.66,33.13
2022-06-21,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.86,504.18,122.83,94.6,33.34
2022-06-22,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.64,504.66,121.67,94.48,32.99
2022-06-23,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.44,507.74,121.21,95.1,32.56
2022-06-24,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.06,507.64,121.15,95.26,32.78
2022-06-25,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.06,507.21,121.65,95.31,32.88
2022-06-26,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.84,506.11,121.13,95.02,32.95
2022-06-27,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.03,504.59,122.07,94.82,33.0
2022-06-28,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.04,502.75,121.59,95.07,32.4
2022-06-29,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.21,501.45,121.12,95.5,32.97
2022-06-30,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.65,501.37,121.98,95.32,33.81
2022-07-01,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.44,501.91,122.03,95.86,34.17
2022-07-02,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.35,502.01,121.63,95.92,33.92
2022-07-03,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.05,500.89,121.47,96.34,33.76
2022-07-04,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,48.97,502.28,122.21,95.99,34.49
2022-07-05,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.57,503.41,123.01,94.96,34.55
2022-07-06,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.86,503.2,122.44,95.18,34.16
2022-07-07,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.26,502.26,122.33,95.56,34.88
2022-07-08,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.09,503.11,122.31,95.85,34.85
2022-07-09,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.25,503.42,121.63,96.16,35.39
2022-07-10,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.67,501.28,121.51,96.0,34.8
2022-07-11,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.63,501.21,121.43,95.61,34.99
2022-07-12,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.88,501.63,122.02,95.8,35.97
2022-07-13,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.93,500.31,122.65,95.92,36.14
2022-07-14,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.04,500.62,122.36,95.68,35.96
2022-07-15,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.9,498.47,122.14,96.27,35.44
2022-07-16,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.79,500.51,122.44,95.78,35.94
2022-07-17,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.57,502.41,121.99,95.56,35.52
2022-07-18,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.97,502.06,122.25,96.34,35.55
2022-07-19,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.34,502.63,122.09,96.8,35.02
2022-07-20,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.75,499.05,121.41,96.72,35.47
2022-07-21,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.92,497.35,120.73,96.97,35.76
2022-07-22,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.65,496.93,121.49,96.93,35.94
2022-07-23,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.6,495.36,121.29,95.59,35.43
2022-07-24,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.5,496.46,122.17,95.0,36.26
2022-07-25,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.39,499.48,121.75,95.04,36.01
2022-07-26,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.14,497.75,121.81,94.85,35.58
2022-07-27,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.32,496.52,123.13,94.78,35.21
2022-07-28,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.56,496.91,122.38,95.45,34.76
2022-07-29,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.5,499.35,121.13,95.48,33.87
2022-07-30,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.58,497.55,121.78,94.85,33.78
2022-07-31,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.56,497.95,121.17,95.11,33.93
2022-08-01,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.75,500.71,121.04,94.97,33.74
2022-08-02,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.35,498.27,120.56,94.96,33.77
2022-08-03,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.22,496.38,120.6,94.81,33.49
2022-08-04,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.71,495.77,119.91,96.03,33.34
2022-08-05,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.93,495.02,119.68,94.95,34.05
2022-08-06,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.22,496.27,119.82,94.73,33.95
2022-08-07,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.31,496.66,119.09,94.84,33.92
2022-08-08,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.44,494.03,118.55,94.53,33.16
2022-08-09,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.6,494.83,118.21,95.03,33.68
2022-08-10,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,49.94,493.99,117.22,95.58,33.24
2022-08-11,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.0,495.94,116.84,95.62,33.57
2022-08-12,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.72,495.02,116.78,95.49,33.5
2022-08-13,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.82,494.1,116.41,95.49,33.65
2022-08-14,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.12,494.94,116.12,95.48,33.85
2022-08-15,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.59,496.12,115.97,95.46,33.63
2022-08-16,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.43,496.82,115.45,95.45,33.94
2022-08-17,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.62,494.32,115.73,95.53,33.7
2022-08-18,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.49,495.16,116.45,95.8,34.2
2022-08-19,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.01,493.64,116.04,95.25,33.94
2022-08-20,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.21,494.02,116.2,94.7,34.12
2022-08-21,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.35,491.91,115.92,93.87,33.86
2022-08-22,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.38,492.61,116.0,94.29,33.9
2022-08-23,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.53,491.43,116.8,94.29,33.67
2022-08-24,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.65,489.54,116.97,94.52,33.82
2022-08-25,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.22,490.64,115.77,93.99,33.53
2022-08-26,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.47,491.03,115.91,94.86,33.35
2022-08-27,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.69,490.14,116.51,94.46,33.48
2022-08-28,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.8,492.35,116.24,94.59,33.47
2022-08-29,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.11,491.72,116.7,94.95,33.33
2022-08-30,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.98,491.79,116.15,94.53,33.14
2022-08-31,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.61,492.23,115.12,94.42,32.48
2022-09-01,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.87,491.33,115.07,94.51,33.41
2022-09-02,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.87,492.07,113.87,96.12,33.54
2022-09-03,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.39,491.29,113.59,96.31,33.57
2022-09-04,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.34,490.71,114.23,97.02,34.2
2022-09-05,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.04,492.78,112.94,97.82,33.09
2022-09-06,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.3,491.25,112.04,98.14,31.84
2022-09-07,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,50.67,487.66,111.28,97.76,31.49
2022-09-08,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.06,490.11,111.11,98.31,30.9
2022-09-09,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.1,493.96,110.75,97.62,30.71
2022-09-10,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.15,493.38,111.46,98.31,30.97
2022-09-11,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.84,490.51,111.9,98.34,31.45
2022-09-12,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.17,490.07,112.06,97.0,31.03
2022-09-13,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.19,489.67,112.01,96.83,31.18
2022-09-14,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.74,489.42,112.11,97.14,31.21
2022-09-15,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.65,487.78,111.46,97.12,31.19
2022-09-16,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.96,488.68,111.84,97.42,31.08
2022-09-17,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.64,489.49,111.05,97.12,31.43
2022-09-18,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.19,487.28,111.42,96.41,31.48
2022-09-19,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.85,488.36,112.0,96.29,32.34
2022-09-20,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.16,491.47,111.99,96.3,32.02
2022-09-21,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.19,491.76,111.76,96.16,32.26
2022-09-22,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.99,491.28,111.87,96.76,32.26
2022-09-23,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.88,491.1,110.03,96.61,31.67
2022-09-24,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.68,492.05,110.08,96.76,31.94
2022-09-25,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.77,489.49,109.89,96.82,31.77
2022-09-26,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.5,489.76,109.73,96.07,30.67
2022-09-27,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.4,489.21,110.04,95.36,29.52
2022-09-28,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.65,492.01,109.87,95.39,29.98
2022-09-29,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.48,491.78,109.06,96.51,30.27
2022-09-30,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.12,494.31,108.86,96.83,30.98
2022-10-01,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.74,492.68,108.78,95.98,30.95
2022-10-02,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.71,493.6,108.73,94.43,30.42
2022-10-03,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.04,494.1,108.71,94.8,30.25
2022-10-04,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.59,492.83,109.22,94.67,30.38
2022-10-05,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.7,493.13,108.46,95.36,29.79
2022-10-06,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.77,494.98,108.45,94.92,30.44
2022-10-07,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.3,494.52,109.11,94.99,31.51
2022-10-08,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.13,492.01,107.96,95.59,31.41
2022-10-09,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.53,492.02,107.96,95.37,31.41
2022-10-10,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.51,490.69,107.5,95.22,30.77
2022-10-11,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.0,490.21,107.18,95.28,31.31
2022-10-12,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.42,490.12,106.53,95.65,31.18
2022-10-13,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.86,487.59,106.33,95.67,31.01
2022-10-14,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.53,485.19,107.33,96.01,31.46
2022-10-15,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.8,485.95,106.47,95.91,31.01
2022-10-16,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.96,485.19,105.68,95.36,30.87
2022-10-17,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.66,481.38,104.8,96.48,30.07
2022-10-18,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.15,482.58,105.74,96.04,30.74
2022-10-19,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.78,483.02,105.37,95.81,30.61
2022-10-20,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.87,481.98,105.27,95.79,31.04
2022-10-21,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.6,480.04,104.94,95.88,30.88
2022-10-22,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.28,481.32,104.28,95.78,30.66
2022-10-23,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.44,481.87,104.06,95.81,30.12
2022-10-24,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.69,485.48,105.45,95.58,30.77
2022-10-25,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.88,486.14,106.21,95.55,30.61
2022-10-26,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.61,486.75,105.62,94.46,30.27
2022-10-27,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.24,486.53,105.93,95.36,30.35
2022-10-28,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.44,487.78,105.35,95.37,30.25
2022-10-29,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.77,488.75,104.21,95.83,29.29
2022-10-30,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,51.96,490.66,104.76,95.06,29.33
2022-10-31,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,52.26,489.91,105.38,94.73,29.8
2022-11-01,Brazil,East Coast India,Coal,Supramax,50000-60000 DWT,53.1,489.28,105.94,94.31,29.79
